Insercao,NumeroInserido,Comp_BST,Comp_AVL
1499,17946,18,20
1500,19483,18,22
1501,1081,26,24
1502,5362,22,24
1503,12607,32,20
1504,17375,24,24
1505,7318,28,20
1506,5704,30,24
1507,28294,38,22
1508,16027,20,20
1509,29030,34,22
1510,10134,20,22
1511,12865,24,20
1512,32701,14,22
1513,12097,32,22
1514,30589,34,22
1515,32353,22,24
1516,24349,26,24
1517,24603,32,22
1518,10556,26,22
1519,2168,22,20
1520,7704,36,24
1521,22959,34,22
1522,11827,38,22
1523,25787,28,22
1524,1817,30,22
1525,26504,30,20
1526,25424,28,20
1527,32171,18,22
1528,5810,34,24
1529,8132,32,22
1530,8907,26,22
1531,12021,42,22
1532,15084,16,18
1533,29975,34,20
1534,7699,38,24
1535,1942,16,18
1536,7387,34,24
1537,10771,24,22
1538,5128,30,22
1539,30530,32,20
1540,10357,32,22
1541,2470,22,20
1542,14186,20,20
1543,27399,34,22
1544,18084,26,20
1545,2276,22,20
1546,22929,30,22
1547,7470,30,22
1548,11615,36,20
1549,7266,32,24
1550,27492,28,22
1551,13940,24,20
1552,19988,22,20
1553,20161,24,24
1554,26495,32,22
1555,14496,18,18
1556,28701,32,20
1557,4661,26,22
1558,14002,24,22
1559,15262,20,22
1560,23973,32,24
1561,3418,24,22
1562,1098,26,22
1563,30463,36,20
1564,6980,28,24
1565,28791,32,22
1566,17731,24,24
1567,14948,18,20
1568,28264,34,20
1569,3668,22,18
1570,22549,30,22
1571,9712,26,22
1572,1015,26,24
1573,30797,28,24
1574,127,26,22
1575,18173,22,20
1576,27189,30,22
1577,8356,28,24
1578,20611,22,22
1579,25063,26,20
1580,30492,34,20
1581,8882,28,22
1582,19205,16,22
1583,19129,22,22
1584,13251,26,20
1585,2473,24,20
1586,14487,18,18
1587,11997,42,22
1588,17423,24,22
1589,22748,30,20
1590,10236,24,22
1591,12789,24,22
1592,3628,26,20
1593,10898,26,24
1594,9195,26,20
1595,26419,38,22
1596,32405,24,24
1597,1841,28,22
1598,27077,28,20
1599,21182,26,22
1600,5090,28,22
1601,4540,26,22
1602,29713,32,22
1603,6744,26,22
1604,23776,32,22
1605,23962,32,24
1606,2344,18,20
1607,10559,28,24
1608,7399,32,22
1609,20889,28,22
1610,8753,34,22
1611,19280,18,20
1612,2664,16,18
1613,15410,20,22
1614,15952,24,20
1615,882,22,22
1616,23494,16,22
1617,32015,26,22
1618,30235,38,18
1619,8498,34,24
1620,5735,26,22
1621,26570,28,20
1622,25422,30,20
1623,22955,36,24
1624,21514,28,24
1625,17400,26,24
1626,12479,30,22
1627,29275,30,22
1628,3686,24,20
1629,26260,38,22
1630,30478,38,22
1631,24772,16,22
1632,24482,38,22
1633,18099,26,20
1634,24436,32,20
1635,135,26,22
1636,7101,32,24
1637,19834,26,24
1638,29203,30,20
1639,19210,22,20
1640,20304,24,22
1641,10929,24,22
1642,24293,30,24
1643,12913,22,18
1644,23997,34,24
1645,18108,28,22
1646,29961,28,20
1647,28786,34,24
1648,10261,24,22
1649,16998,28,20
1650,14181,22,22
1651,30981,30,24
1652,19706,24,24
1653,22160,28,22
1654,31131,20,24
1655,8322,20,22
1656,19811,18,22
1657,11503,32,18
1658,15089,18,22
1659,11625,34,20
1660,22839,34,24
1661,542,24,20
1662,8357,30,24
1663,24271,32,24
1664,26303,32,20
1665,6289,30,22
1666,13160,28,18
1667,27249,34,24
1668,9563,30,22
1669,12411,28,22
1670,1972,18,20
1671,21424,26,24
1672,2164,24,22
1673,14062,22,20
1674,16479,22,20
1675,13274,28,20
1676,32433,18,20
1677,28740,32,24
1678,22443,28,22
1679,10606,26,22
1680,8639,34,20
1681,6451,32,22
1682,10346,34,24
1683,32364,26,24
1684,7560,38,22
1685,1082,28,24
1686,19903,22,20
1687,23373,32,24
1688,2944,18,20
1689,27330,36,24
1690,19992,24,22
1691,28342,36,22
1692,8268,28,24
1693,16670,32,22
1694,7928,30,24
1695,2475,26,22
1696,11581,34,20
1697,1587,16,20
1698,9277,24,20
1699,13197,22,20
1700,23746,36,24
1701,24931,24,22
1702,435,32,24
1703,18778,26,20
1704,7954,32,24
1705,25751,20,20
1706,6637,30,22
1707,6760,28,22
1708,24819,22,20
1709,30988,32,24
1710,25222,28,22
1711,29174,32,22
1712,31871,18,22
1713,7428,30,22
1714,25208,30,22
1715,10024,30,24
1716,23344,34,24
1717,250,26,22
1718,13725,16,22
1719,2976,20,20
1720,15358,16,20
1721,10528,28,22
1722,24561,32,22
1723,23417,28,24
1724,31658,28,22
1725,18794,26,22
1726,24866,24,20
1727,13118,26,18
1728,23693,34,22
1729,380,26,22
1730,9865,26,24
1731,13291,26,18
1732,23255,30,22
1733,27338,34,24
1734,5890,30,24
1735,32661,16,24
1736,14809,24,24
1737,15362,14,22
1738,15321,22,22
1739,7631,38,24
1740,13874,26,22
1741,18984,26,24
1742,28436,32,22
1743,13651,20,24
1744,32064,20,22
1745,26736,22,22
1746,25896,36,24
1747,24216,26,24
1748,25648,28,22
1749,31651,30,22
1750,711,20,22
1751,29267,32,20
1752,3185,18,20
1753,23747,38,24
1754,17658,24,22
1755,8511,36,20
1756,11368,36,22
1757,20210,20,24
1758,28527,32,24
1759,14617,14,22
1760,20582,24,22
1761,3216,18,18
1762,29972,36,20
1763,15087,20,24
1764,12196,40,22
1765,9883,28,24
1766,12988,20,20
1767,31101,22,24
1768,13569,22,22
1769,8075,32,22
1770,25435,30,20
1771,15769,26,22
1772,28164,34,22
1773,20163,26,22
1774,2100,18,18
1775,29637,32,22
1776,10385,34,22
1777,9764,30,20
1778,4664,28,22
1779,13702,22,26
1780,4910,28,22
1781,26862,28,22
1782,2870,16,20
1783,10936,26,22
1784,9813,34,22
1785,7556,40,22
1786,20630,22,20
1787,10613,20,18
1788,21703,30,24
1789,19567,20,24
1790,26185,36,20
1791,3384,26,22
1792,5668,32,24
1793,12454,30,20
1794,30208,40,20
1795,2370,18,20
1796,32697,16,24
1797,15628,20,22
1798,20124,24,24
1799,31293,20,20
1800,24473,38,22
1801,6971,30,24
1802,30694,28,22
1803,31520,28,22
1804,3567,28,20
1805,1920,22,22
1806,11905,44,22
1807,16722,34,20
1808,26770,22,22
1809,11814,40,22
1810,23581,36,24
1811,1042,24,22
1812,11482,34,20
1813,28152,36,24
1814,24556,34,24
1815,29462,30,22
1816,9139,32,20
1817,9217,28,20
1818,15194,24,22
1819,114,22,20
1820,21487,30,24
1821,25750,22,22
1822,30457,38,22
1823,444,34,24
1824,12001,44,22
1825,17815,22,24
1826,21434,26,24
1827,27758,30,22
1828,27431,34,20
1829,7665,36,20
1830,7267,34,24
1831,12683,26,22
1832,455,36,24
1833,24167,22,24
1834,11069,24,18
1835,31878,20,24
1836,26515,32,22
1837,30733,28,24
1838,22879,32,24
1839,11348,32,20
1840,295,22,22
1841,16966,28,20
1842,1551,22,24
1843,4980,20,20
1844,22137,32,24
1845,11133,22,18
1846,29478,32,24
1847,9531,20,18
1848,7231,30,22
1849,22045,20,22
1850,14259,20,22
1851,24975,24,22
1852,17302,22,18
1853,23644,30,22
1854,31844,20,24
1855,10354,36,22
1856,24138,26,22
1857,8686,36,20
1858,22230,30,22
1859,6225,30,22
1860,20216,22,24
1861,9651,28,22
1862,27288,38,22
1863,6343,34,22
1864,3986,30,22
1865,32600,16,22
1866,27395,36,22
1867,4290,30,20
1868,22580,30,22
1869,16127,22,22
1870,23983,36,24
1871,10525,30,20
1872,11845,38,22
1873,3747,22,20
1874,27514,34,20
1875,13008,22,20
1876,31792,20,24
1877,22294,30,24
1878,8645,36,20
1879,28232,38,22
1880,1790,32,22
1881,30286,34,18
1882,8056,32,24
1883,5212,24,24
1884,9079,26,18
1885,12287,32,22
1886,4935,24,20
1887,27522,36,22
1888,18059,22,22
1889,3184,20,20
1890,28468,32,22
1891,15683,20,20
1892,29937,30,22
1893,6535,30,22
1894,30037,34,20
1895,16364,28,20
1896,22030,24,22
1897,16933,30,22
1898,472,38,24
1899,18567,26,22
1900,28184,42,24
1901,12218,42,22
1902,13892,28,24
1903,22793,26,24
1904,17275,26,20
1905,27152,30,20
1906,27137,32,22
1907,24269,34,26
1908,29564,34,24
1909,10603,28,22
1910,1051,26,24
1911,13633,20,26
1912,31260,24,24
1913,3796,14,20
1914,8771,36,22
1915,16608,22,20
1916,12567,28,22
1917,13920,30,24
1918,19213,24,24
1919,22938,30,24
1920,22947,38,22
1921,25132,26,22
1922,19353,16,22
1923,28520,34,24
1924,26663,22,22
1925,1044,28,24
1926,17856,24,24
1927,2191,24,22
1928,4122,36,20
1929,4931,24,22
1930,24405,28,22
1931,20909,28,22
1932,12656,28,22
1933,32370,28,22
1934,24699,28,22
1935,30051,32,20
1936,793,24,24
1937,15452,16,20
1938,21073,26,22
1939,20579,26,24
1940,18122,30,22
1941,16498,24,22
1942,28885,28,24
1943,11210,20,20
1944,27135,34,22
1945,10191,24,20
1946,29698,34,22
1947,29105,32,20
1948,14401,16,22
1949,12910,24,22
1950,29756,32,20
1951,4094,34,20
1952,676,22,22
1953,23707,36,24
1954,28142,38,24
1955,32128,24,24
1956,24725,18,22
1957,5436,22,24
1958,28114,40,24
1959,2272,24,22
1960,1073,22,22
1961,15361,16,24
1962,10682,22,20
1963,10688,20,22
1964,29707,36,22
1965,1091,28,22
1966,23495,18,22
1967,31845,22,22
1968,9721,28,22
1969,17446,26,24
1970,8537,32,20
1971,2369,20,22
1972,7920,32,22
1973,20952,20,22
1974,2229,22,22
1975,13075,24,22
1976,19977,24,22
1977,23076,32,22
1978,23885,28,24
1979,25110,28,24
1980,23264,32,24
1981,1348,22,20
1982,28536,26,22
1983,13113,28,22
1984,24055,26,22
1985,12327,26,22
1986,25869,36,22
1987,7146,34,22
1988,11988,40,20
1989,26376,34,20
1990,25925,36,24
1991,18677,28,24
1992,18910,22,22
1993,11690,38,22
1994,20316,26,24
1995,16628,22,20
1996,28248,32,20
1997,3349,24,22
1998,29648,32,24
1999,4026,26,20
2000,16603,24,20
2001,32592,14,22
2002,27928,36,22
2003,3127,16,20
2004,2469,24,20
2005,1132,24,20
2006,13724,18,24
2007,11572,36,22
2008,2243,20,20
2009,11199,22,22
2010,4884,24,22
2011,130,28,22
2012,427,34,22
2013,1730,22,24
2014,28405,30,22
2015,23653,32,24
2016,15535,14,20
2017,4593,28,22
2018,8192,34,24
2019,15298,24,22
2020,2138,26,22
2021,11752,38,22
2022,6763,30,24
2023,32713,16,22
2024,18348,16,20
2025,24061,26,22
2026,3915,26,22
2027,9226,30,22
2028,7045,30,24
2029,17629,24,22
2030,18090,28,22
2031,56,26,22
2032,11614,38,22
2033,5232,26,24
2034,24538,32,20
2035,22316,30,24
2036,4663,30,24
2037,13571,24,24
2038,27656,34,24
2039,22992,34,24
2040,26533,30,22
2041,5908,32,26
2042,28526,36,24
2043,7708,32,22
2044,26577,30,22
2045,21153,26,22
2046,7896,32,22
2047,9971,26,20
2048,20558,24,24
2049,14184,24,24
2050,8202,36,26
2051,30215,42,20
2052,18260,14,22
2053,4305,32,22
2054,5790,36,24
2055,20249,24,24
2056,13808,18,22
2057,18116,32,22
2058,8622,34,18
2059,4205,32,20
2060,3753,24,22
2061,6588,30,22
2062,30615,32,22
2063,28539,28,24
2064,26468,38,22
2065,25886,36,20
2066,28413,32,24
2067,28135,42,24
2068,27269,40,24
2069,23498,20,24
2070,6416,32,24
2071,6835,30,24
2072,25431,32,22
2073,29423,28,20
2074,20749,26,20
2075,29620,34,24
2076,27054,28,22
2077,28451,34,24
2078,25863,30,24
2079,31554,28,22
2080,28875,30,24
2081,18355,18,22
2082,15335,24,24
2083,22068,22,24
2084,15743,28,22
2085,21559,30,24
2086,7346,28,24
2087,1548,24,22
2088,1940,18,24
2089,30826,26,22
2090,31498,30,24
2091,4974,22,22
2092,19048,26,22
2093,27896,34,22
2094,15575,20,22
2095,2267,26,24
2096,11802,40,24
2097,32139,26,24
2098,2155,28,24
2099,1439,18,22
2100,21237,24,22
2101,207,26,18
2102,18334,20,22
2103,3147,16,20
2104,5223,28,26
2105,21849,24,22
2106,13217,24,22
2107,28324,38,22
2108,20602,24,24
2109,29957,32,22
2110,24878,26,20
2111,10121,22,20
2112,29897,22,20
2113,19634,16,24
2114,20422,26,20
2115,28811,30,24
2116,28907,30,24
2117,26032,36,22
2118,3046,22,22
2119,6437,34,24
2120,2417,22,22
2121,26976,28,24
2122,3145,18,22
2123,7136,36,24
2124,730,22,22
2125,20637,24,24
2126,21366,20,20
2127,27124,36,24
2128,24331,26,24
2129,21758,24,24
2130,14001,26,22
2131,15717,22,22
2132,652,22,22
2133,20802,30,22
2134,7301,30,24
2135,14836,22,24
2136,241,28,20
2137,16204,22,22
2138,14010,24,22
2139,13218,26,22
2140,25408,32,22
2141,12692,28,22
2142,32385,30,22
2143,16814,28,22
2144,17717,26,22
2145,12966,24,22
2146,9395,24,20
2147,30751,30,24
2148,14093,24,22
2149,27871,36,22
2150,22792,28,24
2151,31583,28,22
2152,28891,32,26
2153,2066,20,24
2154,29657,34,22
2155,4844,26,24
2156,29145,32,20
2157,27946,38,22
2158,10883,26,20
2159,17639,26,24
2160,31314,14,22
2161,4362,24,20
2162,8744,36,20
2163,16494,26,22
2164,15470,18,22
2165,8423,28,20
2166,4930,26,24
2167,8526,38,22
2168,14979,16,24
2169,3273,26,20
2170,17529,20,24
2171,14670,20,24
2172,20684,24,22
2173,2896,14,22
2174,28670,32,22
2175,32690,18,24
2176,26641,28,22
2177,13939,32,24
2178,2814,20,20
2179,3001,24,22
2180,5662,34,26
2181,31263,26,24
2182,2495,20,24
2183,6250,32,24
2184,8821,26,18
2185,22048,24,24
2186,10731,26,22
2187,30096,34,22
2188,17216,26,22
2189,30533,32,24
2190,14124,22,24
2191,2564,22,24
2192,27583,32,22
2193,32248,20,22
2194,19242,22,22
2195,7085,30,24
2196,30411,40,22
2197,24751,20,22
2198,19902,24,22
2199,28942,22,24
2200,18321,20,22
2201,17123,26,20
2202,21457,24,24
2203,23049,34,24
2204,5963,28,24
2205,16118,24,20
2206,31758,26,24
2207,28968,28,22
2208,29353,30,22
2209,23019,32,24
2210,30274,36,22
2211,10904,28,22
2212,12916,24,22
2213,10614,22,20
2214,24860,26,20
2215,19165,22,22
2216,26483,34,22
2217,8277,30,24
2218,13617,18,26
2219,13764,16,22
2220,15755,30,22
2221,29923,30,20
2222,24898,24,20
2223,10649,24,20
2224,6697,28,22
2225,21995,26,24
2226,31682,26,22
2227,15003,18,24
2228,31205,20,20
2229,25018,22,22
2230,11667,32,18
2231,8877,30,20
2232,20831,24,22
2233,4984,22,22
2234,14865,22,24
2235,30061,36,22
2236,6840,30,24
2237,18513,26,22
2238,10187,26,22
2239,20089,26,24
2240,20813,32,22
2241,20906,30,24
2242,11699,40,20
2243,23332,36,24
2244,17247,28,22
2245,22901,30,22
2246,2444,24,24
2247,17967,22,22
2248,32191,18,20
2249,21010,26,22
2250,22980,36,24
2251,5020,26,24
2252,5752,34,24
2253,21292,22,20
2254,2539,24,24
2255,10512,32,22
2256,9127,30,22
2257,1341,22,20
2258,8223,26,24
2259,13692,24,24
2260,5260,28,24
2261,26196,38,22
2262,32455,20,22
2263,15356,18,22
2264,8416,28,20
2265,19478,20,24
2266,28292,40,22
2267,17920,20,22
2268,17001,30,22
2269,18178,24,22
2270,1124,26,20
2271,169,28,20
2272,27853,38,22
2273,19194,18,22
2274,14425,18,22
2275,18806,28,24
2276,30628,32,24
2277,16639,24,22
2278,16362,30,22
2279,28191,38,22
2280,28368,32,24
2281,26173,38,20
2282,297,24,22
2283,9153,20,22
2284,15633,20,22
2285,7239,32,24
2286,12773,24,22
2287,31036,24,20
2288,25812,28,24
2289,30496,36,22
2290,18649,26,22
2291,15180,22,22
2292,20873,30,24
2293,6339,36,24
2294,27953,36,22
2295,24040,28,24
2296,7569,40,22
2297,15690,24,24
2298,14644,16,24
2299,3754,26,22
2300,25434,34,22
2301,5122,32,22
2302,11282,30,22
2303,825,24,22
2304,1905,24,22
2305,26289,36,20
2306,10858,26,22
2307,2882,16,22
2308,13152,28,18
2309,12042,38,20
2310,8665,38,20
2311,11330,30,22
2312,19927,24,22
2313,11549,38,24
2314,28656,34,24
2315,16245,24,22
2316,6939,28,24
2317,13053,26,22
2318,3720,26,22
2319,26437,40,24
2320,23587,38,24
2321,26635,30,22
2322,7876,32,22
2323,12492,32,22
2324,14224,20,22
2325,3679,26,22
2326,9108,28,22
2327,17983,24,24
2328,27088,28,22
2329,1301,24,22
2330,26444,42,24
2331,4805,28,24
2332,3951,30,22
2333,31715,28,24
2334,12318,28,24
2335,988,22,20
2336,24517,34,22
2337,3412,28,22
2338,11447,32,22
2339,21130,24,24
2340,8334,22,20
2341,21950,26,24
2342,32615,14,22
2343,29169,34,22
2344,10805,28,24
2345,30325,36,20
2346,1154,22,20
2347,19492,20,24
2348,22846,36,24
2349,22534,32,24
2350,16697,34,22
2351,10609,22,20
2352,18438,26,22
2353,24189,24,26
2354,7327,30,24
2355,5397,22,24
2356,11476,36,24
2357,21797,26,22
2358,29874,28,22
2359,22268,34,24
2360,3581,30,22
2361,11599,40,24
2362,10381,36,22
2363,30885,24,22
2364,6807,20,22
2365,14085,26,22
2366,6672,28,22
2367,23343,38,26
2368,12930,26,24
2369,16069,26,22
2370,23231,32,24
2371,888,20,20
2372,5767,36,26
2373,27671,36,24
2374,23514,16,22
2375,9516,20,20
2376,406,26,20
2377,31914,24,20
2378,28202,40,22
2379,30308,32,22
2380,30901,26,24
2381,19763,22,26
2382,30748,32,24
2383,3622,32,22
2384,6118,30,24
2385,9855,28,24
2386,2266,28,24
2387,16967,30,22
2388,5046,28,24
2389,2231,24,24
2390,1658,28,20
2391,27858,34,22
2392,30995,34,24
2393,15330,26,24
2394,3188,20,20
2395,8366,32,22
2396,8030,32,24
2397,18859,24,22
2398,3674,28,24
2399,4474,24,22
2400,193,28,20
2401,4803,30,24
2402,27843,40,22
2403,32588,16,22
2404,6793,22,24
2405,21051,28,24
2406,18713,26,22
2407,7181,36,24
2408,12713,30,24
2409,21695,26,24
2410,4489,26,22
2411,25477,22,22
2412,8520,40,22
2413,4054,28,22
2414,22104,24,22
2415,28480,36,24
2416,25991,36,22
2417,23284,34,26
2418,159,30,22
2419,5118,34,24
2420,7780,32,22
2421,9824,32,22
2422,12831,26,24
2423,31803,22,24
2424,25632,28,22
2425,32240,22,22
2426,3958,32,24
2427,948,20,20
2428,7036,32,26
2429,27083,30,24
2430,9307,26,22
2431,4328,26,22
2432,4215,34,22
2433,13399,22,24
2434,19076,24,22
2435,1604,28,22
2436,3355,26,24
2437,27521,38,24
2438,21500,32,24
2439,14905,18,24
2440,26724,24,22
2441,15214,26,24
2442,26915,30,24
2443,27957,38,24
2444,29785,28,24
2445,13328,28,22
2446,2039,20,24
2447,6012,32,24
2448,3319,20,22
2449,2193,26,24
2450,16719,36,22
2451,5476,26,24
2452,23402,30,22
2453,19186,20,24
2454,24124,26,22
2455,19113,24,24
2456,28343,38,24
2457,29184,34,22
2458,22393,38,24
2459,24576,34,24
2460,18119,34,22
2461,20428,28,22
2462,353,28,22
2463,14503,20,24
2464,22773,30,22
2465,26390,36,24
2466,27458,36,22
2467,8196,38,26
2468,5920,30,26
2469,9747,30,20
2470,16144,24,22
2471,31369,20,20
2472,27903,36,22
2473,15982,28,22
2474,18779,28,22
2475,10165,28,22
2476,16012,10,22
2477,13362,22,26
2478,31654,32,24
2479,20500,36,24
2480,2587,18,24
2481,20227,24,26
2482,7304,32,26
2483,16303,32,22
2484,20932,20,22
2485,3292,28,22
2486,12812,28,24
2487,23546,20,22
2488,13968,28,24
2489,224,30,22
2490,10792,30,24
2491,4698,30,24
2492,30613,34,24
2493,20638,26,24
2494,24086,28,24
2495,5546,26,24
2496,30151,34,20
2497,19799,22,26
2498,31139,22,22
2499,19388,24,24
2500,16548,28,22
2501,4029,30,22
2502,19467,22,26
2503,28812,32,24
2504,3024,26,22
2505,6240,32,24
2506,11657,34,22
2507,31666,30,22
2508,28094,42,22
2509,12721,32,24
2510,18562,28,24
2511,28635,36,24
2512,22586,32,24
2513,18050,26,26
2514,20907,32,24
2515,2465,26,24
2516,799,26,22
2517,26996,28,22
2518,22845,38,24
2519,4085,36,22
2520,20029,16,20
2521,19975,26,24
2522,14584,16,24
2523,10664,24,20
2524,11606,42,24
2525,27036,28,24
2526,17230,28,22
2527,7512,36,22
2528,25031,24,24
2529,17669,24,22
2530,20762,30,22
2531,29983,34,20
2532,12730,34,24
2533,9802,36,22
2534,26846,30,22
2535,11848,40,22
2536,11460,34,22
2537,8856,32,22
2538,5369,24,26
2539,2860,18,24
2540,9660,30,22
2541,28416,34,26
2542,22280,36,24
2543,26467,44,24
2544,24872,28,22
2545,9928,30,22
2546,25296,28,20
2547,22259,34,24
2548,21768,26,22
2549,4542,28,24
2550,9073,26,20
2551,4294,34,22
2552,13227,28,22
2553,21441,28,26
2554,15584,22,24
2555,14927,18,24
2556,13698,26,24
2557,16792,30,22
2558,5745,36,26
2559,27276,42,24
2560,28813,34,26
2561,7068,32,24
2562,21098,28,24
2563,30850,28,24
2564,3938,28,24
2565,13625,22,24
2566,12931,28,24
2567,9128,32,24
2568,13531,24,24
2569,13384,24,26
2570,14882,18,24
2571,1189,20,22
2572,6037,32,24
2573,13127,28,22
2574,7901,34,24
2575,11144,22,22
2576,13557,26,24
2577,29014,36,22
2578,15718,24,24
2579,29704,38,24
2580,25694,28,22
2581,26778,30,24
2582,26208,40,22
2583,28432,36,26
2584,10919,30,24
2585,9183,28,22
2586,28017,36,22
2587,1403,18,20
2588,25036,26,24
2589,6017,34,26
2590,11929,46,22
2591,14364,18,24
2592,2275,26,24
2593,396,28,22
2594,32194,20,22
2595,8449,38,22
2596,20562,26,24
2597,5410,24,26
2598,13464,22,24
2599,6648,30,24
2600,13888,30,24
2601,21146,28,22
2602,11347,34,22
2603,18249,14,22
2604,16886,28,22
2605,25457,28,22
2606,11753,42,24
2607,22390,40,26
2608,16102,28,22
2609,8065,30,24
2610,12125,30,20
2611,18284,16,22
